match_day,match_date,home_team,away_team,home_team_score,away_team_score,HT_num_goals_firsthalf,HT_num_goals_secondhalf,AT_num_goals_firsthalf,AT_num_goals_secondhalf,match_link,home_posession,away_posession,home_shots,away_shots,home_shots_ontarget,away_shots_ontarget,home_fouls,away_fouls,home_corners,away_corners,home_saves,away_saves,home_offsides,away_offsides,home_yellow,away_yellow,home_red,away_red
Sun,Nov 25,Sevilla FC,Valladolid,1,0,1,0,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/sevilla-v-real-valladolid/game-center/sp-id-80402000001009441,49,51,17,13,9,5,15,15,8,6,5,8,2,3,3,3,0,0
Sun,Nov 25,Athletic,Getafe,1,1,0,1,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/athletic-club-v-getafe/game-center/sp-id-80402000001009437,65,35,8,16,4,2,10,12,2,2,1,3,3,5,5,4,0,0
Sat,Nov 24,Atlético,Barça,1,1,0,1,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/atl%c3%a9tico-de-madrid-v-barcelona/game-center/sp-id-80402000001009436,30,70,3,8,1,2,19,12,2,8,,,,,4,3,0,0
Sat,Nov 24,Huesca,Levante,2,2,1,1,1,1,https://www.msn.com/en-us/sports/soccer/la-liga/huesca-v-levante/game-center/sp-id-80402000001009440,50,50,32,5,12,3,11,8,7,2,1,10,6,5,2,3,1,0
Sat,Nov 24,Valencia,Rayo,3,0,1,2,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/valencia-cf-v-rayo-vallecano/game-center/sp-id-80402000001009445,50,50,13,13,10,3,15,14,6,5,3,7,3,4,2,2,0,1
Sat,Nov 24,Eibar,Real Madrid,3,0,1,2,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/eibar-v-real-madrid/game-center/sp-id-80402000001009438,39,61,14,9,8,3,17,8,5,4,2,4,4,11,2,1,0,0
Fri,Nov 23,Leganés,Alavés,1,0,1,0,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/legan%c3%a9s-v-alav%c3%a9s/game-center/sp-id-80402000001009442,49,51,13,7,6,2,10,13,5,3,2,5,3,2,2,4,0,0
Sun,Nov 11,Celta,Real Madrid,2,4,0,3,1,2,https://www.msn.com/en-us/sports/soccer/la-liga/celta-de-vigo-v-real-madrid/game-center/sp-id-80402000001009428,52,48,16,14,4,5,19,13,5,1,2,2,5,2,2,2,1,0
Sun,Nov 11,Rayo,Villarreal,2,2,1,1,1,1,https://www.msn.com/en-us/sports/soccer/la-liga/rayo-vallecano-v-villarreal/game-center/sp-id-80402000001009432,59,41,15,11,7,5,7,12,8,4,3,5,2,8,1,1,0,1
Sun,Nov 11,Sevilla FC,Espanyol,2,1,0,2,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/sevilla-v-espanyol/game-center/sp-id-80402000001009435,52,48,23,14,10,7,18,10,6,3,6,8,,,4,2,0,0
Sun,Nov 11,Barça,Betis,3,4,0,3,2,2,https://www.msn.com/en-us/sports/soccer/la-liga/barcelona-v-real-betis/game-center/sp-id-80402000001009427,54,46,20,15,5,8,13,11,10,5,4,2,2,2,2,3,1,0
Sun,Nov 11,Alavés,Huesca,2,1,1,1,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/alav%c3%a9s-v-huesca/game-center/sp-id-80402000001009426,50,50,13,9,5,2,20,13,5,4,1,3,2,3,3,4,0,0
Sat,Nov 10,Girona,Leganés,0,0,99,99,99,99,https://www.msn.com/en-us/sports/soccer/la-liga/girona-v-legan%c3%a9s/game-center/sp-id-80402000001009430,59,41,5,11,,,13,13,,,,,,,1,4,0,0
Sat,Nov 10,Atlético,Athletic,3,2,0,3,1,1,https://www.msn.com/en-us/sports/soccer/la-liga/atl%c3%a9tico-de-madrid-v-athletic-club/game-center/sp-id-80402000001009433,51,49,9,6,3,5,8,15,12,2,,,,,5,5,0,1
Sat,Nov 10,Getafe,Valencia,0,1,0,0,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/getafe-v-valencia-cf/game-center/sp-id-80402000001009429,38,62,17,7,3,3,23,8,6,4,2,3,7,3,1,3,1,0
Sat,Nov 10,Valladolid,Eibar,0,0,2,0,2,0,https://www.msn.com/en-us/sports/soccer/la-liga/real-valladolid-v-eibar/game-center/sp-id-80402000001009434,39,61,18,8,8,3,17,5,5,2,1,6,,,4,2,0,0
Fri,Nov 9,Levante,Real Sociedad,1,3,1,0,0,3,https://www.msn.com/en-us/sports/soccer/la-liga/levante-v-real-sociedad/game-center/sp-id-80402000001009431,47,53,17,15,2,4,17,12,6,4,1,1,3,4,6,1,0,0
Mon,Nov 5,Espanyol,Athletic,1,0,1,0,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/espanyol-v-athletic-club/game-center/sp-id-80402000001009420,41,59,8,10,3,2,15,13,2,1,2,2,,,1,3,0,0
Sun,Nov 4,Betis,Celta,3,3,1,2,0,3,https://www.msn.com/en-us/sports/soccer/la-liga/real-betis-v-celta-de-vigo/game-center/sp-id-80402000001009416,59,41,14,15,6,8,12,11,4,4,5,3,,,4,2,0,0
Sun,Nov 4,Real Sociedad,Sevilla FC,0,0,99,99,99,99,https://www.msn.com/en-us/sports/soccer/la-liga/real-sociedad-v-sevilla/game-center/sp-id-80402000001009418,52,48,11,8,1,1,8,17,7,7,1,2,1,4,1,3,0,0
Sun,Nov 4,Huesca,Getafe,1,1,0,1,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/huesca-v-getafe/game-center/sp-id-80402000001009423,54,46,18,8,7,2,18,13,10,2,1,6,7,8,5,3,0,0
Sun,Nov 4,Villarreal,Levante,1,1,0,2,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/villarreal-v-levante/game-center/sp-id-80402000001009425,58,42,23,13,4,2,14,10,5,4,2,3,2,2,3,3,0,0
Sun,Nov 4,Eibar,Alavés,2,1,0,2,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/eibar-v-alav%c3%a9s/game-center/sp-id-80402000001009419,72,28,22,9,7,3,11,7,12,1,2,5,,,4,0,1,1
Sat,Nov 3,Rayo,Barça,2,3,1,1,1,2,https://www.msn.com/en-us/sports/soccer/la-liga/rayo-vallecano-v-barcelona/game-center/sp-id-80402000001009422,30,70,11,10,5,5,23,11,3,1,2,3,4,2,4,2,0,0
Sat,Nov 3,Valencia,Girona,0,1,0,0,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/valencia-cf-v-girona/game-center/sp-id-80402000001009424,53,47,27,5,9,3,14,13,11,2,2,9,3,1,4,4,0,0
Sat,Nov 3,Real Madrid,Valladolid,2,0,0,2,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/real-madrid-v-real-valladolid/game-center/sp-id-80402000001009417,58,42,17,12,8,2,14,7,8,6,2,5,,,1,0,0,0
Sat,Nov 3,Leganés,Atlético,1,1,0,1,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/legan%c3%a9s-v-atl%c3%a9tico-de-madrid/game-center/sp-id-80402000001009421,45,55,8,9,3,4,18,12,4,7,3,2,,,4,2,0,0
Sun,Oct 28,Sevilla FC,Huesca,2,1,0,2,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/sevilla-v-huesca/game-center/sp-id-80402000001009414,62,38,14,11,4,2,9,14,4,2,1,2,2,5,2,3,0,0
Sun,Oct 28,Alavés,Villarreal,2,1,0,2,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/alav%c3%a9s-v-villarreal/game-center/sp-id-80402000001009407,48,52,19,10,6,2,11,11,8,4,1,4,1,7,1,1,0,0
Sun,Oct 28,Barça,Real Madrid,5,1,2,3,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/barcelona-v-real-madrid/game-center/sp-id-80402000001009406,53,47,13,15,8,4,17,14,4,2,3,3,2,4,2,2,0,0
Sun,Oct 28,Getafe,Betis,2,0,0,2,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/getafe-v-real-betis/game-center/sp-id-80402000001009412,31,69,15,7,6,3,9,14,5,4,3,3,5,2,1,2,0,0
Sat,Oct 27,Atlético,Real Sociedad,2,0,1,1,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/atl%c3%a9tico-de-madrid-v-real-sociedad/game-center/sp-id-80402000001009409,61,39,14,7,,,10,7,10,1,,,,,2,1,0,0
Sat,Oct 27,Celta,Eibar,4,0,2,2,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/celta-de-vigo-v-eibar/game-center/sp-id-80402000001009410,40,60,10,17,6,5,9,8,2,8,5,2,1,2,0,0,0,0
Sat,Oct 27,Levante,Leganés,2,0,1,1,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/levante-v-legan%c3%a9s/game-center/sp-id-80402000001009415,42,58,9,21,4,6,12,14,3,2,6,2,,,2,2,0,0
Sat,Oct 27,Athletic,Valencia,0,0,99,99,99,99,https://www.msn.com/en-us/sports/soccer/la-liga/athletic-club-v-valencia-cf/game-center/sp-id-80402000001009408,53,47,13,11,2,3,25,22,5,2,3,2,,,2,5,0,0
Sat,Oct 27,Girona,Rayo,2,1,2,0,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/girona-v-rayo-vallecano/game-center/sp-id-80402000001009411,44,56,14,14,6,5,11,16,4,7,4,4,3,2,1,3,1,0
Fri,Oct 26,Valladolid,Espanyol,1,1,0,1,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/real-valladolid-v-espanyol/game-center/sp-id-80402000001009413,56,44,15,10,2,3,16,16,5,2,2,1,5,4,4,2,0,0
Wed,Oct 24,Rayo,Athletic,1,1,1,0,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/rayo-vallecano-v-athletic-club/game-center/sp-id-80402000001009342,34,66,11,11,3,4,14,9,5,4,3,2,,,1,1,0,0
Mon,Oct 22,Real Sociedad,Girona,0,0,99,99,99,99,https://www.msn.com/en-us/sports/soccer/la-liga/real-sociedad-v-girona/game-center/sp-id-80402000001009403,54,46,14,12,8,2,14,15,7,6,2,8,,,3,1,0,0
Sun,Oct 21,Betis,Valladolid,0,1,0,0,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/real-betis-v-real-valladolid/game-center/sp-id-80402000001009397,63,37,20,6,4,2,7,10,9,6,1,4,3,4,0,4,0,0
Sun,Oct 21,Huesca,Espanyol,0,2,0,0,1,1,https://www.msn.com/en-us/sports/soccer/la-liga/huesca-v-espanyol/game-center/sp-id-80402000001009401,53,47,10,6,2,2,21,14,6,4,,,1,4,3,3,0,0
Sun,Oct 21,Eibar,Athletic,1,1,1,0,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/eibar-v-athletic-club/game-center/sp-id-80402000001009399,61,39,18,6,6,3,7,13,8,2,2,5,6,5,2,3,0,0
Sun,Oct 21,Rayo,Getafe,1,2,0,2,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/rayo-vallecano-v-getafe/game-center/sp-id-80402000001009402,66,34,10,5,3,2,14,25,6,2,1,2,2,4,3,5,1,0
Sat,Oct 20,Barça,Sevilla FC,4,2,2,3,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/barcelona-v-sevilla/game-center/sp-id-80402000001009396,53,47,23,19,9,6,10,16,5,7,5,5,1,4,0,1,0,0
Sat,Oct 20,Villarreal,Atlético,1,1,0,1,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/villarreal-v-atl%c3%a9tico-de-madrid/game-center/sp-id-80402000001009400,53,47,18,15,6,4,16,9,8,7,4,5,,,3,1,0,0
Sat,Oct 20,Valencia,Leganés,1,1,0,1,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/valencia-cf-v-legan%c3%a9s/game-center/sp-id-80402000001009404,59,41,18,7,4,5,9,13,10,1,4,3,2,1,1,2,0,0
Sat,Oct 20,Real Madrid,Levante,1,2,0,1,2,0,https://www.msn.com/en-us/sports/soccer/la-liga/real-madrid-v-levante/game-center/sp-id-80402000001009405,70,30,33,6,12,2,10,19,15,1,,,4,5,1,2,0,0
Fri,Oct 19,Celta,Alavés,0,1,0,0,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/celta-de-vigo-v-alav%c3%a9s/game-center/sp-id-80402000001009398,61,39,19,9,9,2,9,12,6,2,1,9,,,2,3,0,0
Sun,Oct 7,Valencia,Barça,1,1,1,0,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/valencia-cf-v-barcelona/game-center/sp-id-80402000001009392,24,76,10,10,3,5,11,6,5,2,4,2,,,2,2,0,0
Sun,Oct 7,Espanyol,Villarreal,3,1,1,2,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/espanyol-v-villarreal/game-center/sp-id-80402000001009389,55,45,28,13,12,6,13,8,10,3,4,9,1,2,3,2,0,0
Sun,Oct 7,Sevilla FC,Celta,2,1,1,1,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/sevilla-v-celta-de-vigo/game-center/sp-id-80402000001009393,52,48,12,12,3,5,14,9,8,8,4,1,2,1,3,2,0,1
Sun,Oct 7,Atlético,Betis,1,0,0,1,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/atl%c3%a9tico-de-madrid-v-real-betis/game-center/sp-id-80402000001009388,36,64,13,5,,,16,10,6,4,,,,,5,2,0,0
Sun,Oct 7,Valladolid,Huesca,1,0,1,0,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/real-valladolid-v-huesca/game-center/sp-id-80402000001009395,43,57,9,11,3,1,9,13,6,2,1,2,5,1,1,2,0,0
Sat,Oct 6,Leganés,Rayo,1,0,1,0,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/legan%c3%a9s-v-rayo-vallecano/game-center/sp-id-80402000001009391,35,65,13,6,4,2,12,12,6,4,2,3,5,2,1,2,0,1
Sat,Oct 6,Alavés,Real Madrid,1,0,0,1,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/alav%c3%a9s-v-real-madrid/game-center/sp-id-80402000001009386,30,70,8,13,4,6,20,10,4,3,5,3,,,1,0,0,0
Sat,Oct 6,Getafe,Levante,0,1,0,0,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/getafe-v-levante/game-center/sp-id-80402000001009390,55,45,15,12,4,3,17,18,10,2,2,4,2,2,3,5,1,0
Sat,Oct 6,Girona,Eibar,2,3,2,0,2,1,https://www.msn.com/en-us/sports/soccer/la-liga/girona-v-eibar/game-center/sp-id-80402000001009394,52,48,10,12,3,4,9,17,4,9,1,1,,,3,5,0,0
Fri,Oct 5,Athletic,Real Sociedad,1,3,1,0,1,2,https://www.msn.com/en-us/sports/soccer/la-liga/athletic-club-v-real-sociedad/game-center/sp-id-80402000001009387,69,31,13,6,5,3,15,19,,,,,,,6,5,0,0
Mon,Oct 1,Celta,Getafe,1,1,1,0,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/celta-de-vigo-v-getafe/game-center/sp-id-80402000001009377,53,47,8,12,2,4,13,15,3,9,3,1,3,1,2,2,0,0
Sun,Sep 30,Betis,Leganés,1,0,0,1,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/real-betis-v-legan%c3%a9s/game-center/sp-id-80402000001009376,82,18,17,11,4,5,7,10,7,1,5,3,4,1,0,4,0,0
Sun,Sep 30,Levante,Alavés,2,1,2,0,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/levante-v-alav%c3%a9s/game-center/sp-id-80402000001009381,48,52,14,13,3,2,22,19,9,4,1,1,,,7,1,0,0
Sun,Sep 30,Villarreal,Valladolid,0,1,0,0,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/villarreal-v-real-valladolid/game-center/sp-id-80402000001009385,62,38,26,9,7,3,17,12,7,2,2,7,,,3,3,0,0
Sun,Sep 30,Huesca,Girona,1,1,0,1,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/huesca-v-girona/game-center/sp-id-80402000001009384,52,48,13,13,6,3,14,14,5,5,2,5,,,3,2,0,0
Sat,Sep 29,Real Madrid,Atlético,0,0,99,99,99,99,https://www.msn.com/en-us/sports/soccer/la-liga/real-madrid-v-atl%c3%a9tico-de-madrid/game-center/sp-id-80402000001009380,66,34,15,8,6,3,7,17,8,6,3,6,,,3,4,0,0
Sat,Sep 29,Eibar,Sevilla FC,1,3,0,1,0,3,https://www.msn.com/en-us/sports/soccer/la-liga/eibar-v-sevilla/game-center/sp-id-80402000001009378,64,36,16,7,2,5,16,9,6,3,2,1,1,2,2,3,0,0
Sat,Sep 29,Barça,Athletic,1,1,0,1,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/barcelona-v-athletic-club/game-center/sp-id-80402000001009382,70,30,20,8,8,2,9,18,4,3,1,7,2,3,3,3,0,0
Sat,Sep 29,Real Sociedad,Valencia,0,1,2,0,2,0,https://www.msn.com/en-us/sports/soccer/la-liga/real-sociedad-v-valencia-cf/game-center/sp-id-80402000001009379,39,61,18,8,8,3,17,5,5,2,1,6,,,4,2,0,0
Fri,Sep 28,Rayo,Espanyol,2,2,1,1,2,0,https://www.msn.com/en-us/sports/soccer/la-liga/rayo-vallecano-v-espanyol/game-center/sp-id-80402000001009383,53,47,11,12,5,5,13,16,5,3,3,2,,,3,3,0,0
Thu,Sep 27,Girona,Betis,0,1,0,0,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/girona-v-real-betis/game-center/sp-id-80402000001009370,35,65,8,14,2,6,18,14,5,1,5,2,4,1,1,3,0,0
Thu,Sep 27,Alavés,Getafe,1,1,0,1,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/alav%c3%a9s-v-getafe/game-center/sp-id-80402000001009366,49,51,15,13,2,5,9,22,5,7,4,1,3,4,4,2,0,0
Thu,Sep 27,Valladolid,Levante,2,1,0,2,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/real-valladolid-v-levante/game-center/sp-id-80402000001009373,65,35,20,9,6,4,17,10,8,6,3,4,2,1,1,2,0,1
Wed,Sep 26,Valencia,Celta,1,1,1,0,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/valencia-cf-v-celta-de-vigo/game-center/sp-id-80402000001009371,37,63,14,9,5,3,18,7,,,2,5,1,2,1,3,0,0
Wed,Sep 26,Sevilla FC,Real Madrid,3,0,3,0,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/sevilla-v-real-madrid/game-center/sp-id-80402000001009375,40,60,16,21,7,3,16,12,5,6,3,5,3,5,3,4,0,0
Wed,Sep 26,Athletic,Villarreal,0,3,0,0,0,3,https://www.msn.com/en-us/sports/soccer/la-liga/athletic-club-v-villarreal/game-center/sp-id-80402000001009367,67,33,12,19,2,6,3,14,6,4,3,2,,,1,1,0,0
Wed,Sep 26,Leganés,Barça,2,1,0,2,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/legan%c3%a9s-v-barcelona/game-center/sp-id-80402000001009369,22,78,10,9,6,5,15,11,4,5,4,4,1,5,4,2,0,0
Tue,Sep 25,Atlético,Huesca,3,0,3,0,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/atl%c3%a9tico-de-madrid-v-huesca/game-center/sp-id-80402000001009368,59,41,17,8,5,1,1,14,4,3,1,2,1,2,0,2,0,0
Tue,Sep 25,Real Sociedad,Rayo,2,2,1,1,2,0,https://www.msn.com/en-us/sports/soccer/la-liga/real-sociedad-v-rayo-vallecano/game-center/sp-id-80402000001009374,56,44,16,10,6,5,12,18,8,5,4,4,6,1,4,3,0,0
Tue,Sep 25,Espanyol,Eibar,1,0,0,1,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/espanyol-v-eibar/game-center/sp-id-80402000001009372,46,54,9,8,5,1,9,8,4,3,1,4,1,1,2,2,0,0
Sun,Sep 23,Barça,Girona,2,2,1,1,1,1,https://www.msn.com/en-us/sports/soccer/la-liga/barcelona-v-girona/game-center/sp-id-80402000001009356,67,33,22,7,11,6,9,16,8,2,3,9,1,1,3,5,1,0
Sun,Sep 23,Betis,Athletic,2,2,0,2,2,0,https://www.msn.com/en-us/sports/soccer/la-liga/real-betis-v-athletic-club/game-center/sp-id-80402000001009362,71,29,16,7,4,4,13,20,6,1,2,3,1,5,2,5,0,1
Sun,Sep 23,Villarreal,Valencia,0,0,99,99,99,99,https://www.msn.com/en-us/sports/soccer/la-liga/villarreal-v-valencia-cf/game-center/sp-id-80402000001009365,56,44,11,11,1,2,12,12,8,6,2,1,1,2,4,1,0,1
Sun,Sep 23,Levante,Sevilla FC,2,6,1,1,4,2,https://www.msn.com/en-us/sports/soccer/la-liga/levante-v-sevilla/game-center/sp-id-80402000001009360,48,52,19,20,11,9,5,18,8,4,3,9,2,1,1,1,0,0
Sat,Sep 22,Real Madrid,Espanyol,1,0,1,0,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/real-madrid-v-espanyol/game-center/sp-id-80402000001009364,65,35,19,10,5,3,5,16,8,3,3,4,4,2,2,2,0,0
Sat,Sep 22,Getafe,Atlético,0,2,0,0,1,1,https://www.msn.com/en-us/sports/soccer/la-liga/getafe-v-atl%c3%a9tico-de-madrid/game-center/sp-id-80402000001009363,41,59,11,7,2,5,12,15,1,5,3,2,,,0,2,1,0
Sat,Sep 22,Celta,Valladolid,3,3,2,1,1,2,https://www.msn.com/en-us/sports/soccer/la-liga/celta-de-vigo-v-real-valladolid/game-center/sp-id-80402000001009357,47,53,12,14,5,4,9,11,7,8,1,2,2,1,2,2,0,0
Sat,Sep 22,Eibar,Leganés,1,0,0,1,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/eibar-v-legan%c3%a9s/game-center/sp-id-80402000001009358,57,43,14,4,3,2,16,17,5,2,2,2,2,7,1,1,0,0
Sat,Sep 22,Rayo,Alavés,1,5,1,0,2,3,https://www.msn.com/en-us/sports/soccer/la-liga/rayo-vallecano-v-alav%c3%a9s/game-center/sp-id-80402000001009361,52,48,13,11,4,7,14,12,8,4,2,4,3,3,1,2,1,0
Fri,Sep 21,Huesca,Real Sociedad,0,1,0,0,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/huesca-v-real-sociedad/game-center/sp-id-80402000001009359,48,52,13,7,3,1,16,12,7,5,,,,,5,1,0,2
Mon,Sep 17,Girona,Celta,3,2,2,1,1,1,https://www.msn.com/en-us/sports/soccer/la-liga/girona-v-celta-de-vigo/game-center/sp-id-80402000001009354,34,66,11,20,6,7,15,11,3,1,5,3,,,1,1,0,1
Sun,Sep 16,Sevilla FC,Getafe,0,2,0,0,2,0,https://www.msn.com/en-us/sports/soccer/la-liga/sevilla-v-getafe/game-center/sp-id-80402000001009355,70,30,15,10,1,5,10,22,7,1,3,2,6,1,3,6,0,0
Sun,Sep 16,Valladolid,Alavés,0,1,0,0,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/real-valladolid-v-alav%c3%a9s/game-center/sp-id-80402000001009351,58,42,15,10,5,4,9,12,7,2,3,5,,,3,2,0,0
Sun,Sep 16,Espanyol,Levante,1,0,0,1,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/espanyol-v-levante/game-center/sp-id-80402000001009348,57,43,23,16,9,4,17,13,5,4,4,8,,,1,2,0,0
Sun,Sep 16,Leganés,Villarreal,0,1,0,0,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/legan%c3%a9s-v-villarreal/game-center/sp-id-80402000001009350,46,54,16,9,3,3,16,9,6,1,2,3,3,3,4,3,0,0
Sat,Sep 15,Athletic,Real Madrid,1,1,1,0,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/athletic-club-v-real-madrid/game-center/sp-id-80402000001009346,40,60,12,16,4,6,19,7,1,2,5,3,2,6,6,2,0,0
Sat,Sep 15,Valencia,Betis,0,0,99,99,99,99,https://www.msn.com/en-us/sports/soccer/la-liga/valencia-cf-v-real-betis/game-center/sp-id-80402000001009353,39,61,12,11,2,6,22,9,5,4,5,2,,,6,3,0,0
Sat,Sep 15,Real Sociedad,Barça,1,2,1,0,0,2,https://www.msn.com/en-us/sports/soccer/la-liga/real-sociedad-v-barcelona/game-center/sp-id-80402000001009352,31,69,8,12,5,6,18,8,1,6,4,4,,,1,1,0,0
Sat,Sep 15,Atlético,Eibar,1,1,2,0,2,0,https://www.msn.com/en-us/sports/soccer/la-liga/atl%c3%a9tico-de-madrid-v-eibar/game-center/sp-id-80402000001009347,39,61,18,8,8,3,17,5,5,2,1,6,,,4,2,0,0
Fri,Sep 14,Huesca,Rayo,0,1,0,0,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/huesca-v-rayo-vallecano/game-center/sp-id-80402000001009349,54,46,14,14,4,2,16,18,6,3,1,4,,,1,1,0,0
Sun,Sep 2,Betis,Sevilla FC,1,0,0,1,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/real-betis-v-sevilla/game-center/sp-id-80402000001009338,62,38,11,8,3,2,15,17,5,8,2,2,4,5,3,5,0,0
Sun,Sep 2,Barça,Huesca,8,2,2,5,3,0,https://www.msn.com/en-us/sports/soccer/la-liga/barcelona-v-huesca/game-center/sp-id-80402000001009337,68,32,30,7,14,3,6,12,9,4,1,7,2,1,1,2,0,0
Sun,Sep 2,Alavés,Espanyol,2,1,0,2,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/alav%c3%a9s-v-espanyol/game-center/sp-id-80402000001009336,37,63,8,11,5,7,19,13,,,6,3,2,1,4,3,0,0
Sun,Sep 2,Levante,Valencia,2,2,2,0,1,1,https://www.msn.com/en-us/sports/soccer/la-liga/levante-v-valencia-cf/game-center/sp-id-80402000001009341,46,54,13,18,4,5,14,10,3,5,3,2,4,4,2,2,1,0
Sat,Sep 1,Real Madrid,Leganés,4,1,1,3,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/real-madrid-v-legan%c3%a9s/game-center/sp-id-80402000001009345,77,23,17,8,8,3,11,11,8,1,2,4,1,1,1,1,0,0
Sat,Sep 1,Celta,Atlético,2,0,0,2,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/celta-de-vigo-v-atl%c3%a9tico-de-madrid/game-center/sp-id-80402000001009343,50,50,10,10,,,12,14,2,8,,,3,1,4,3,0,1
Fri,Aug 31,Eibar,Real Sociedad,2,1,1,1,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/eibar-v-real-sociedad/game-center/sp-id-80402000001009339,58,42,8,7,2,2,17,15,4,2,,,4,3,3,2,0,0
Fri,Aug 31,Villarreal,Girona,0,1,0,0,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/villarreal-v-girona/game-center/sp-id-80402000001009344,66,34,13,14,3,6,16,11,7,2,5,3,1,1,3,2,0,0
Fri,Aug 31,Getafe,Valladolid,0,0,99,99,99,99,https://www.msn.com/en-us/sports/soccer/la-liga/getafe-v-real-valladolid/game-center/sp-id-80402000001009340,54,46,12,7,3,4,22,14,6,7,4,3,1,1,2,1,0,0
Mon,Aug 27,Athletic,Huesca,2,2,0,2,0,2,https://www.msn.com/en-us/sports/soccer/la-liga/athletic-club-v-huesca/game-center/sp-id-80402000001009327,60,40,14,9,4,4,15,16,3,2,2,2,2,1,2,2,0,0
Mon,Aug 27,Levante,Celta,1,2,0,1,2,0,https://www.msn.com/en-us/sports/soccer/la-liga/levante-v-celta-de-vigo/game-center/sp-id-80402000001009334,55,45,15,21,6,9,14,8,7,7,6,5,1,4,2,3,0,0
Sun,Aug 26,Girona,Real Madrid,1,4,1,0,1,3,https://www.msn.com/en-us/sports/soccer/la-liga/girona-v-real-madrid/game-center/sp-id-80402000001009330,34,66,10,20,5,8,13,11,4,7,4,4,2,1,2,3,0,0
Sun,Aug 26,Sevilla FC,Villarreal,0,0,99,99,99,99,https://www.msn.com/en-us/sports/soccer/la-liga/sevilla-v-villarreal/game-center/sp-id-80402000001009332,52,48,19,15,2,6,13,14,4,5,6,2,,,3,2,0,0
